dgp,n,p,pi,tau,estimator,replications,valid_estimates,bias,median_bias,rmse,mae,coverage,coverage_valid_only,avg_cr_length,avg_cr_length_valid_only,failure_rate,non_convergence_rate,cr_empty_rate,cr_disconnected_rate,boundary_rate,mean_failed_alpha_count,mean_selected_controls,mean_runtime_seconds,expected_replications,observed_replications,completion_rate
dgp1,1000,500,0.1,0.75,dml_ivqr,10,10,0.025510249803918406,0.5755102498039184,1.2492600901513897,1.065102049960784,0.9,0.9,2.9,2.9,0.0,0.0,0.0,0.5,,0.0,,85.84282284000074,,10,
dgp1,1000,500,0.1,0.75,oracle,10,10,-1.5244897501960815,-1.6744897501960816,1.8779161319007063,1.5244897501960815,0.0,0.0,1.7,1.7,0.0,0.0,0.1,0.2,,0.0,10.0,0.9248821999994107,,10,
dgp1,1000,500,0.1,0.75,post_selection_ivqr,10,10,-0.22448975019608158,0.0755102498039184,0.8791448390015715,0.75,0.4,0.4,2.25,2.25,0.0,0.0,0.0,0.4,,0.0,22.2,11.836633150011767,,10,
dgp1,1000,500,0.25,0.25,dml_ivqr,10,10,0.5244897501960816,0.1744897501960817,0.9631144781700397,0.5895918001568653,0.5,0.5,1.45,1.45,0.0,0.0,0.0,0.3,,0.0,,88.19670072000008,,10,
dgp1,1000,500,0.25,0.25,oracle,10,10,0.6744897501960816,0.6744897501960817,0.7777765894648493,0.7395918001568653,0.0,0.0,0.05,0.05,0.0,0.0,0.8,0.0,,0.0,10.0,0.8335871999908704,,10,
dgp1,1000,500,0.25,0.25,post_selection_ivqr,10,10,0.2744897501960817,0.4244897501960817,0.5615555386270421,0.504693850117649,0.1,0.1,0.1,0.1,0.0,0.0,0.5,0.0,,0.0,24.5,10.62360482001095,,10,
dgp1,1000,500,0.25,0.5,dml_ivqr,10,10,0.35,0.5,0.570087712549569,0.45,0.8,0.8,1.35,1.35,0.0,0.0,0.0,0.2,,0.0,,111.66601442000828,,10,
dgp1,1000,500,0.25,0.5,oracle,10,10,-0.4,-0.5,1.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,,0.0,10.0,1.1286129399959464,,10,
dgp1,1000,500,0.25,0.5,post_selection_ivqr,10,10,-0.2,0.0,0.7745966692414834,0.5,0.6,0.6,0.5,0.5,0.0,0.0,0.3,0.0,,0.0,19.6,10.792143680003937,,10,
dgp1,1000,500,0.25,0.75,dml_ivqr,10,10,-0.5744897501960816,-0.1744897501960816,1.0583187010916684,0.7395918001568653,0.5,0.5,2.25,2.25,0.0,0.0,0.0,0.1,,0.0,,93.16568634000141,,10,
dgp1,1000,500,0.25,0.75,oracle,10,10,-0.6244897501960816,-0.4244897501960816,0.955242088739794,0.6244897501960816,0.0,0.0,0.85,0.85,0.0,0.0,0.2,0.1,,0.0,10.0,0.9679511600057594,,10,
dgp1,1000,500,0.25,0.75,post_selection_ivqr,10,10,-0.3744897501960816,-0.1744897501960816,0.5479439506025444,0.4395918001568653,0.4,0.4,1.3,1.3,0.0,0.0,0.1,0.0,,0.0,16.3,10.083280610002111,,10,
dgp1,1000,500,0.5,0.25,dml_ivqr,10,10,0.32448975019608167,0.1744897501960817,0.45584383069458717,0.32448975019608167,0.2,0.2,0.35,0.35,0.0,0.0,0.0,0.3,,0.0,,84.55486767000403,,10,
dgp1,1000,500,0.5,0.25,oracle,10,10,0.7244897501960816,0.6744897501960817,0.7398549845335779,0.7244897501960816,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,0.0,10.0,0.5103103100089357,,10,
dgp1,1000,500,0.5,0.25,post_selection_ivqr,10,10,0.5244897501960817,0.6744897501960817,0.6144831145448573,0.5244897501960817,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,,0.0,30.2,13.89879343000357,,10,
dgp1,1000,500,0.5,0.5,dml_ivqr,10,10,-0.1,0.0,0.22360679774997896,0.1,1.0,1.0,0.6,0.6,0.0,0.0,0.0,0.0,,0.0,,112.9027859800146,,10,
dgp1,1000,500,0.5,0.5,oracle,10,10,-0.05,0.0,0.3535533905932738,0.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,0.0,10.0,0.906032370007597,,10,
dgp1,1000,500,0.5,0.5,post_selection_ivqr,10,10,-0.05,0.0,0.15811388300841897,0.05,0.6,0.6,0.0,0.0,0.0,0.0,0.4,0.0,,0.0,24.9,11.533637900004397,,10,
dgp1,1000,500,0.5,0.75,dml_ivqr,10,10,-0.5244897501960816,-0.1744897501960816,0.7263535627094756,0.5244897501960816,0.6,0.6,1.15,1.15,0.0,0.0,0.0,0.1,,0.0,,85.41404574998887,,10,
dgp1,1000,500,0.5,0.75,oracle,10,10,-0.22448975019608158,-0.1744897501960816,0.26999194051508113,0.22448975019608158,0.0,0.0,0.1,0.1,0.0,0.0,0.9,0.0,,0.0,10.0,0.8830037300125696,,10,
dgp1,1000,500,0.5,0.75,post_selection_ivqr,10,10,-0.12448975019608159,-0.1744897501960816,0.2966440592762356,0.25469385011764895,0.1,0.1,0.2,0.2,0.0,0.0,0.7,0.0,,0.0,21.3,10.17044709000038,,10,
dgp1,1000,500,1.0,0.25,dml_ivqr,10,10,0.2244897501960817,0.1744897501960817,0.26999194051508124,0.2244897501960817,0.1,0.1,0.2,0.2,0.0,0.0,0.0,0.0,,0.0,,82.91799179001245,,10,
dgp1,1000,500,1.0,0.25,oracle,10,10,0.6744897501960817,0.6744897501960817,0.6744897501960818,0.6744897501960817,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,0.0,10.0,0.6244225999922491,,10,
dgp1,1000,500,1.0,0.25,post_selection_ivqr,10,10,0.32448975019608167,0.1744897501960817,0.39723242312570045,0.32448975019608167,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,,0.0,23.4,10.422320689988556,,10,
dgp1,1000,500,1.0,0.5,dml_ivqr,10,10,0.1,0.0,0.22360679774997896,0.1,0.6,0.6,0.0,0.0,0.0,0.0,0.2,0.0,,0.0,,106.32761050998815,,10,
dgp1,1000,500,1.0,0.5,oracle,10,10,0.05,0.0,0.15811388300841897,0.05,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,0.0,10.0,1.1865389699989464,,10,
dgp1,1000,500,1.0,0.5,post_selection_ivqr,10,10,0.05,0.0,0.15811388300841897,0.05,0.2,0.2,0.0,0.0,0.0,0.0,0.8,0.0,,0.0,23.3,11.929059460008284,,10,
dgp1,1000,500,1.0,0.75,dml_ivqr,10,10,-0.22448975019608158,-0.1744897501960816,0.26999194051508113,0.22448975019608158,0.1,0.1,0.25,0.25,0.0,0.0,0.0,0.0,,0.0,,85.70981633000193,,10,
dgp1,1000,500,1.0,0.75,oracle,10,10,-0.1744897501960816,-0.1744897501960816,0.1744897501960816,0.1744897501960816,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,0.0,10.0,0.7542041900043841,,10,
dgp1,1000,500,1.0,0.75,post_selection_ivqr,10,10,-0.07448975019608159,-0.1744897501960816,0.213421467721208,0.20469385011764896,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,,0.0,21.4,10.865845489990898,,10,
dgp2,500,200,0.1,0.25,dml_ivqr,10,10,0.5744897501960816,0.1744897501960817,1.2124514312253323,0.8697959000784324,0.8,0.8,3.3,3.3,0.0,0.0,0.0,0.2,,0.0,,9.762902729999041,,10,
dgp2,500,200,0.1,0.25,oracle,10,10,0.6744897501960815,0.9244897501960816,1.4849028328882574,1.3697959000784325,0.0,0.0,2.15,2.15,0.0,0.0,0.0,0.7,,0.0,20.0,0.7670165400020779,,10,
dgp2,500,200,0.1,0.25,post_selection_ivqr,10,10,1.0744897501960817,1.1744897501960816,1.5634987122720754,1.4046938501176487,0.0,0.0,0.8,0.8,0.0,0.0,0.3,0.3,,0.0,44.8,10.667440729995723,,10,
dgp2,500,200,0.1,0.5,dml_ivqr,10,10,0.3,0.25,1.2449899597988732,1.0,0.9,0.9,3.15,3.15,0.0,0.0,0.0,0.3,,0.0,,11.142402159993072,,10,
dgp2,500,200,0.1,0.5,oracle,10,10,0.7,1.25,1.5491933384829668,1.5,0.0,0.0,2.5,2.5,0.0,0.0,0.0,1.0,,0.0,20.0,0.822947560006287,,10,
dgp2,500,200,0.1,0.5,post_selection_ivqr,10,10,0.0,-0.25,1.161895003862225,1.0,0.9,0.9,2.55,2.55,0.0,0.0,0.0,0.4,,0.0,51.3,17.183292010001605,,10,
dgp2,500,200,0.1,0.75,dml_ivqr,10,10,-0.22448975019608158,0.0755102498039184,1.4222853609396038,1.15,0.9,0.9,3.4,3.4,0.0,0.0,0.0,0.1,,0.0,,10.058621820015833,,10,
dgp2,500,200,0.1,0.75,oracle,10,10,-0.9744897501960814,-1.1744897501960816,1.6308372920795076,1.5046938501176488,0.0,0.0,2.55,2.55,0.0,0.0,0.0,0.8,,0.0,20.0,0.879033220000565,,10,
dgp2,500,200,0.1,0.75,post_selection_ivqr,10,10,-0.4744897501960816,-0.4244897501960816,1.2590236387936247,1.0348979500392166,0.2,0.2,0.8,0.8,0.0,0.0,0.2,0.4,,0.0,45.7,13.041376780002611,,10,
dgp2,500,200,0.25,0.25,dml_ivqr,10,10,0.5244897501960816,0.6744897501960817,1.0851679584565461,0.9197959000784328,0.9,0.9,3.05,3.05,0.0,0.0,0.0,0.1,,0.0,,10.164025619986933,,10,
dgp2,500,200,0.25,0.25,oracle,10,10,0.9744897501960817,0.6744897501960817,1.469568056687822,1.2395918001568655,0.0,0.0,0.65,0.65,0.0,0.0,0.4,0.2,,0.0,20.0,0.9793827700021212,,10,
dgp2,500,200,0.25,0.25,post_selection_ivqr,10,10,1.0244897501960817,0.9244897501960816,1.342415452926861,1.1895918001568655,0.0,0.0,0.45,0.45,0.0,0.0,0.4,0.2,,0.0,41.3,10.466735369991511,,10,
dgp2,500,200,0.25,0.5,dml_ivqr,10,10,-0.45,-0.75,1.1291589790636214,0.95,1.0,1.0,3.1,3.1,0.0,0.0,0.0,0.1,,0.0,,11.364255600009347,,10,
dgp2,500,200,0.25,0.5,oracle,10,10,-0.6,-0.75,1.0954451150103321,1.0,0.0,0.0,1.6,1.6,0.0,0.0,0.1,0.5,,0.0,20.0,0.9610625199973584,,10,
dgp2,500,200,0.25,0.5,post_selection_ivqr,10,10,-0.5,-0.5,0.9486832980505138,0.8,0.4,0.4,1.75,1.75,0.0,0.0,0.0,0.5,,0.0,42.0,9.972262170008616,,10,
dgp2,500,200,0.25,0.75,dml_ivqr,10,10,-0.6244897501960816,-0.4244897501960816,1.2499949792299025,1.0197959000784327,0.7,0.7,2.6,2.6,0.0,0.0,0.0,0.1,,0.0,,10.245296349993442,,10,
dgp2,500,200,0.25,0.75,oracle,10,10,-1.0244897501960815,-0.9244897501960816,1.285332349338812,1.0244897501960815,0.0,0.0,1.2,1.2,0.0,0.0,0.1,0.2,,0.0,20.0,0.9786627700086683,,10,
dgp2,500,200,0.25,0.75,post_selection_ivqr,10,10,-0.6744897501960816,-0.4244897501960816,0.9772084849813639,0.7395918001568653,0.0,0.0,0.3,0.3,0.0,0.0,0.3,0.4,,0.0,43.1,11.841742010001326,,10,
dgp2,500,200,0.5,0.25,dml_ivqr,10,10,0.2744897501960817,0.1744897501960817,0.4066259005064819,0.33959180015686535,0.6,0.6,1.05,1.05,0.0,0.0,0.0,0.0,,0.0,,10.564844349998747,,10,
dgp2,500,200,0.5,0.25,oracle,10,10,0.6744897501960817,0.6744897501960817,0.6744897501960818,0.6744897501960817,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,,0.0,20.0,0.7471360000025016,,10,
dgp2,500,200,0.5,0.25,post_selection_ivqr,10,10,0.5244897501960817,0.6744897501960817,0.5723543465902466,0.5244897501960817,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,,0.0,45.0,11.869995449989801,,10,
dgp2,500,200,0.5,0.5,dml_ivqr,10,10,-0.15,0.0,0.3535533905932738,0.25,0.8,0.8,0.5,0.5,0.0,0.0,0.1,0.0,,0.0,,11.459690609999234,,10,
dgp2,500,200,0.5,0.5,oracle,10,10,-0.3,-0.5,0.6324555320336759,0.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,0.0,20.0,0.9881060999876354,,10,
dgp2,500,200,0.5,0.5,post_selection_ivqr,10,10,-0.25,0.0,0.689202437604511,0.35,0.3,0.3,0.15,0.15,0.0,0.0,0.7,0.0,,0.0,40.3,11.091383229993516,,10,
dgp2,500,200,0.5,0.75,dml_ivqr,10,10,-0.5244897501960816,-0.4244897501960816,0.8231582460625345,0.6546938501176489,0.5,0.5,1.4,1.4,0.0,0.0,0.0,0.1,,0.0,,10.481411049992312,,10,
dgp2,500,200,0.5,0.75,oracle,10,10,-0.3244897501960816,-0.1744897501960816,0.39723242312570034,0.3244897501960816,0.0,0.0,0.2,0.2,0.0,0.0,0.4,0.0,,0.0,20.0,0.9363187100039795,,10,
dgp2,500,200,0.5,0.75,post_selection_ivqr,10,10,-0.5744897501960816,-0.4244897501960816,0.8185587780241296,0.6395918001568652,0.0,0.0,0.35,0.35,0.0,0.0,0.3,0.0,,0.0,40.7,12.187187830003676,,10,
dgp2,500,200,1.0,0.25,dml_ivqr,10,10,0.32448975019608167,0.1744897501960817,0.45584383069458717,0.32448975019608167,0.0,0.0,0.6,0.6,0.0,0.0,0.0,0.0,,0.0,,10.144157890003408,,10,
dgp2,500,200,1.0,0.25,oracle,10,10,0.5744897501960816,0.6744897501960817,0.6481037517869777,0.5744897501960816,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,0.0,20.0,0.8071488199930172,,10,
dgp2,500,200,1.0,0.25,post_selection_ivqr,10,10,0.2244897501960817,0.1744897501960817,0.26999194051508124,0.2244897501960817,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,,0.0,43.5,13.752396229997975,,10,
dgp2,500,200,1.0,0.5,dml_ivqr,10,10,0.0,0.0,0.22360679774997896,0.1,0.8,0.8,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,11.432759320008335,,10,
dgp2,500,200,1.0,0.5,oracle,10,10,0.2,0.25,0.3872983346207417,0.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,0.0,20.0,0.8873585800058208,,10,
dgp2,500,200,1.0,0.5,post_selection_ivqr,10,10,0.0,0.0,0.0,0.0,0.4,0.4,0.0,0.0,0.0,0.0,0.6,0.0,,0.0,46.3,13.194866299995919,,10,
dgp2,500,200,1.0,0.75,dml_ivqr,10,10,-0.3244897501960816,-0.1744897501960816,0.39723242312570034,0.3244897501960816,0.2,0.2,0.3,0.3,0.0,0.0,0.0,0.0,,0.0,,9.709401009994327,,10,
dgp2,500,200,1.0,0.75,oracle,10,10,-0.22448975019608158,-0.1744897501960816,0.26999194051508113,0.22448975019608158,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,0.0,20.0,0.8056629700120539,,10,
dgp2,500,200,1.0,0.75,post_selection_ivqr,10,10,-0.07448975019608159,-0.1744897501960816,0.213421467721208,0.20469385011764896,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,,0.0,48.0,12.2394881499873,,10,
dgp2,500,500,0.1,0.25,dml_ivqr,10,10,0.024489750196081638,-0.3255102498039183,1.4328641763491285,1.25,0.7,0.7,2.5,2.5,0.0,0.0,0.0,0.2,,0.0,,33.3650981899933,,10,
dgp2,500,500,0.1,0.25,oracle,10,10,0.6744897501960816,0.6744897501960817,1.4335049435281249,1.269795900078433,0.0,0.0,2.0,2.0,0.0,0.0,0.1,0.7,,0.0,20.0,1.1808507099864074,,10,
dgp2,500,500,0.1,0.25,post_selection_ivqr,10,10,0.9244897501960816,1.1744897501960816,1.633150727341972,1.3848979500392165,0.0,0.0,0.4,0.4,0.0,0.0,0.2,0.5,,0.0,49.1,19.71349482999067,,10,
dgp2,500,500,0.1,0.5,dml_ivqr,10,10,-0.1,-0.5,1.3416407864998738,1.2,0.9,0.9,3.35,3.35,0.0,0.0,0.0,0.1,,0.0,,62.738688859995456,,10,
dgp2,500,500,0.1,0.5,oracle,10,10,0.45,1.0,1.2144957801491119,1.15,0.0,0.0,2.2,2.2,0.0,0.0,0.0,1.0,,0.0,20.0,1.3135033800266682,,10,
dgp2,500,500,0.1,0.5,post_selection_ivqr,10,10,0.6,1.0,1.161895003862225,1.0,0.3,0.3,2.4,2.4,0.0,0.0,0.0,0.5,,0.0,48.6,26.14492658999516,,10,
dgp2,500,500,0.1,0.75,dml_ivqr,10,10,-0.12448975019608159,0.0755102498039184,1.4449905528770361,1.15,0.9,0.9,3.35,3.35,0.0,0.0,0.0,0.3,,0.0,,58.72547553999466,,10,
dgp2,500,500,0.1,0.75,oracle,10,10,-1.7744897501960815,-2.1744897501960816,2.009680042581642,1.7744897501960815,0.0,0.0,1.85,1.85,0.0,0.0,0.0,0.4,,0.0,20.0,1.1923388000053818,,10,
dgp2,500,500,0.1,0.75,post_selection_ivqr,10,10,-0.8744897501960814,-0.4244897501960816,1.620102565641449,1.2697959000784327,0.0,0.0,0.45,0.45,0.0,0.0,0.4,0.4,,0.0,53.5,37.985621749988056,,10,
dgp2,500,500,0.25,0.25,dml_ivqr,10,10,0.5744897501960816,0.6744897501960817,0.7874252174526519,0.704693850117649,0.5,0.5,2.5,2.5,0.0,0.0,0.0,0.2,,0.0,,33.53327879999997,,10,
dgp2,500,500,0.25,0.25,oracle,10,10,0.5744897501960816,0.6744897501960817,0.9591863599323941,0.9046938501176489,0.0,0.0,0.65,0.65,0.0,0.0,0.3,0.3,,0.0,20.0,1.022233259998029,,10,
dgp2,500,500,0.25,0.25,post_selection_ivqr,10,10,0.4244897501960816,0.4244897501960817,0.7366760129266676,0.5895918001568653,0.0,0.0,0.2,0.2,0.0,0.0,0.7,0.1,,0.0,43.6,16.68125519999303,,10,
dgp2,500,500,0.25,0.5,dml_ivqr,10,10,-0.3,-0.25,0.8366600265340756,0.7,0.8,0.8,2.05,2.05,0.0,0.0,0.0,0.3,,0.0,,42.388591610005825,,10,
dgp2,500,500,0.25,0.5,oracle,10,10,-0.2,-0.5,1.118033988749895,1.0,0.1,0.1,0.85,0.85,0.0,0.0,0.2,0.5,,0.0,20.0,1.3248645600106101,,10,
dgp2,500,500,0.25,0.5,post_selection_ivqr,10,10,-0.15,0.0,0.724568837309472,0.45,0.8,0.8,1.2,1.2,0.0,0.0,0.1,0.1,,0.0,52.1,21.476211829995737,,10,
dgp2,500,500,0.25,0.75,dml_ivqr,10,10,-0.7744897501960816,-0.6744897501960816,1.043951327006575,0.8395918001568653,0.7,0.7,2.7,2.7,0.0,0.0,0.0,0.2,,0.0,,34.65378518999787,,10,
dgp2,500,500,0.25,0.75,oracle,10,10,-0.6244897501960816,-0.6744897501960816,0.7826157729690633,0.6244897501960816,0.0,0.0,1.75,1.75,0.0,0.0,0.3,0.2,,0.0,20.0,0.8033988899900578,,10,
dgp2,500,500,0.25,0.75,post_selection_ivqr,10,10,-0.22448975019608158,-0.1744897501960816,0.9863547272371634,0.7848979500392164,0.0,0.0,0.55,0.55,0.0,0.0,0.4,0.2,,0.0,48.9,21.524048830004176,,10,
dgp2,500,500,0.5,0.25,dml_ivqr,10,10,0.8244897501960816,0.6744897501960817,1.0160134586600698,0.8244897501960816,0.4,0.4,1.55,1.55,0.0,0.0,0.0,0.0,,0.0,,37.4828637199942,,10,
dgp2,500,500,0.5,0.25,oracle,10,10,0.8244897501960816,0.6744897501960817,0.9392993921952666,0.8244897501960816,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,,0.0,20.0,1.247220640006708,,10,
dgp2,500,500,0.5,0.25,post_selection_ivqr,10,10,0.32448975019608167,0.4244897501960817,0.507733786528251,0.45469385011764907,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,,0.0,54.3,29.290389730001333,,10,
dgp2,500,500,0.5,0.5,dml_ivqr,10,10,-0.1,0.0,0.31622776601683794,0.2,1.0,1.0,1.2,1.2,0.0,0.0,0.0,0.3,,0.0,,42.88386398999719,,10,
dgp2,500,500,0.5,0.5,oracle,10,10,-0.35,-0.5,0.5244044240850758,0.45,0.0,0.0,0.1,0.1,0.0,0.0,0.8,0.0,,0.0,20.0,1.2977375900023618,,10,
dgp2,500,500,0.5,0.5,post_selection_ivqr,10,10,-0.2,0.0,0.4472135954999579,0.2,0.6,0.6,0.35,0.35,0.0,0.0,0.2,0.1,,0.0,52.0,26.071831239992754,,10,
dgp2,500,500,0.5,0.75,dml_ivqr,10,10,-0.1744897501960816,-0.1744897501960816,0.6168035934748524,0.504693850117649,0.5,0.5,1.3,1.3,0.0,0.0,0.0,0.1,,0.0,,34.55544842999079,,10,
dgp2,500,500,0.5,0.75,oracle,10,10,-0.27448975019608157,-0.1744897501960816,0.3396242378905064,0.27448975019608157,0.0,0.0,0.3,0.3,0.0,0.0,0.2,0.0,,0.0,20.0,0.9442665800044778,,10,
dgp2,500,500,0.5,0.75,post_selection_ivqr,10,10,-0.7744897501960816,-0.9244897501960816,0.9433103270709956,0.7744897501960816,0.0,0.0,0.05,0.05,0.0,0.0,0.4,0.1,,0.0,48.1,18.570837440004105,,10,
dgp2,500,500,1.0,0.25,dml_ivqr,10,10,0.5244897501960817,0.6744897501960817,0.6144831145448573,0.5244897501960817,0.1,0.1,0.35,0.35,0.0,0.0,0.0,0.0,,0.0,,33.993885529990074,,10,
dgp2,500,500,1.0,0.25,oracle,10,10,0.6744897501960817,0.6744897501960817,0.6744897501960818,0.6744897501960817,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,0.0,20.0,0.9124356600048487,,10,
dgp2,500,500,1.0,0.25,post_selection_ivqr,10,10,0.2244897501960817,0.1744897501960817,0.26999194051508124,0.2244897501960817,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,,0.0,50.3,21.470997140009423,,10,
dgp2,500,500,1.0,0.5,dml_ivqr,10,10,0.0,0.0,0.22360679774997896,0.1,1.0,1.0,0.45,0.45,0.0,0.0,0.0,0.0,,0.0,,42.22194601001102,,10,
dgp2,500,500,1.0,0.5,oracle,10,10,-0.1,0.0,0.22360679774997896,0.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,0.0,20.0,1.3605564600031357,,10,
dgp2,500,500,1.0,0.5,post_selection_ivqr,10,10,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.0,0.0,0.0,0.7,0.0,,0.0,45.5,19.82835416000453,,10,
dgp2,500,500,1.0,0.75,dml_ivqr,10,10,-0.6744897501960816,-0.6744897501960816,0.7449405500572327,0.6744897501960816,0.0,0.0,0.35,0.35,0.0,0.0,0.0,0.0,,0.0,,36.10710336000193,,10,
dgp2,500,500,1.0,0.75,oracle,10,10,-0.1744897501960816,-0.1744897501960816,0.1744897501960816,0.1744897501960816,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,0.0,20.0,1.4226682799868287,,10,
dgp2,500,500,1.0,0.75,post_selection_ivqr,10,10,-0.22448975019608158,-0.1744897501960816,0.26999194051508113,0.22448975019608158,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,,0.0,47.6,21.136181340005713,,10,
dgp2,1000,200,0.1,0.25,dml_ivqr,10,10,0.4744897501960816,0.1744897501960817,1.3172473279688746,0.9348979500392163,0.8,0.8,3.25,3.25,0.0,0.0,0.0,0.3,,0.0,,35.36416210999596,,10,
dgp2,1000,200,0.1,0.25,oracle,10,10,0.5744897501960816,0.6744897501960817,1.2728073196993943,1.104693850117649,0.0,0.0,1.1,1.1,0.0,0.0,0.0,0.8,,0.0,20.0,1.0776791099924594,,10,
dgp2,1000,200,0.1,0.25,post_selection_ivqr,10,10,0.8244897501960816,0.6744897501960817,1.4602340045959747,1.2197959000784326,0.0,0.0,0.8,0.8,0.0,0.0,0.0,0.7,,0.0,40.6,10.436536909989082,,10,
dgp2,1000,200,0.1,0.5,dml_ivqr,10,10,-0.35,-0.25,0.85146931829632,0.65,1.0,1.0,3.0,3.0,0.0,0.0,0.0,0.6,,0.0,,60.07371700999793,,10,
dgp2,1000,200,0.1,0.5,oracle,10,10,0.2,0.75,1.0,0.9,0.0,0.0,1.8,1.8,0.0,0.0,0.1,0.8,,0.0,20.0,1.7032879799953662,,10,
dgp2,1000,200,0.1,0.5,post_selection_ivqr,10,10,-0.35,-0.5,1.08397416943394,0.95,0.0,0.0,2.05,2.05,0.0,0.0,0.0,0.9,,0.0,46.0,97.07364672000404,,10,
dgp2,1000,200,0.1,0.75,dml_ivqr,10,10,-0.27448975019608157,-0.1744897501960816,1.0321553288932375,0.7348979500392163,0.8,0.8,3.3,3.3,0.0,0.0,0.0,0.3,,0.0,,22.97636819999898,,10,
dgp2,1000,200,0.1,0.75,oracle,10,10,-0.9244897501960814,-1.1744897501960816,1.6331507273419723,1.4546938501176492,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.7,,0.0,20.0,1.0786674900038633,,10,
dgp2,1000,200,0.1,0.75,post_selection_ivqr,10,10,-1.4244897501960814,-1.6744897501960816,1.841649002501208,1.6895918001568653,0.1,0.1,1.95,1.95,0.0,0.0,0.2,0.5,,0.0,41.5,17.15124741998734,,10,
dgp2,1000,200,0.25,0.25,dml_ivqr,10,10,0.17448975019608168,0.1744897501960817,0.4800486151667256,0.404693850117649,0.7,0.7,1.65,1.65,0.0,0.0,0.0,0.3,,0.0,,31.942469970008823,,10,
dgp2,1000,200,0.25,0.25,oracle,10,10,0.7244897501960816,0.6744897501960817,0.7398549845335779,0.7244897501960816,0.0,0.0,0.25,0.25,0.0,0.0,0.5,0.1,,0.0,20.0,0.9509858200035524,,10,
dgp2,1000,200,0.25,0.25,post_selection_ivqr,10,10,0.7244897501960816,0.6744897501960817,0.9986918434327883,0.8895918001568652,0.0,0.0,0.2,0.2,0.0,0.0,0.5,0.1,,0.0,40.4,19.192597759998172,,10,
dgp2,1000,200,0.25,0.5,dml_ivqr,10,10,0.15,0.0,0.3535533905932738,0.25,1.0,1.0,1.25,1.25,0.0,0.0,0.0,0.0,,0.0,,53.23732253999915,,10,
dgp2,1000,200,0.25,0.5,oracle,10,10,-0.45,-0.5,1.1937336386313322,1.05,0.0,0.0,0.4,0.4,0.0,0.0,0.6,0.0,,0.0,20.0,1.275959009991493,,10,
dgp2,1000,200,0.25,0.5,post_selection_ivqr,10,10,0.25,0.0,0.85146931829632,0.65,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.1,,0.0,47.2,66.34812738999608,,10,
dgp2,1000,200,0.25,0.75,dml_ivqr,10,10,-0.6744897501960816,-0.4244897501960816,1.0024651730207752,0.7395918001568653,0.4,0.4,1.85,1.85,0.0,0.0,0.0,0.1,,0.0,,41.73631387000205,,10,
dgp2,1000,200,0.25,0.75,oracle,10,10,-0.27448975019608157,-0.4244897501960816,0.9567364438353476,0.8046938501176489,0.0,0.0,0.85,0.85,0.0,0.0,0.3,0.1,,0.0,20.0,1.4841789499972946,,10,
dgp2,1000,200,0.25,0.75,post_selection_ivqr,10,10,-0.5244897501960816,-0.1744897501960816,0.7922054645486536,0.5244897501960816,0.0,0.0,0.65,0.65,0.0,0.0,0.2,0.2,,0.0,44.9,28.533054059994175,,10,
dgp2,1000,200,0.5,0.25,dml_ivqr,10,10,0.4744897501960817,0.6744897501960817,0.5339855082688482,0.4744897501960817,0.2,0.2,0.5,0.5,0.0,0.0,0.0,0.1,,0.0,,24.4400759299926,,10,
dgp2,1000,200,0.5,0.25,oracle,10,10,0.7244897501960816,0.6744897501960817,0.7398549845335779,0.7244897501960816,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,0.0,20.0,0.8839391999994405,,10,
