dgp,n,p,pi,tau,rep,seed,estimator,alpha_hat,alpha_true,bias,absolute_error,squared_error,status,failed,converged,error_type,error_message,cr_lower,cr_upper,cr_length,cr_empty,cr_covers_true,cr_hits_lower_boundary,cr_hits_upper_boundary,cr_hits_any_boundary,cr_accepted_alpha_count,cr_acceptance_rate,cr_n_blocks,cr_disconnected,cr_hull_length,alpha_grid_min,alpha_grid_max,alpha_grid_size,alpha_grid_step,alpha_hat_at_lower_boundary,alpha_hat_at_upper_boundary,alpha_hat_at_any_boundary,failed_alpha_count,failed_alpha_rate,min_test_stat,max_test_stat,test_stat_at_alpha_hat,critical_value,critical_value_nominal,critical_value_multiplier,critical_value_adjusted,selected_controls,runtime_seconds,runtime_total_sec,runtime_data_generation_sec,runtime_estimator_sec,runtime_alpha_grid_sec,runtime_confidence_region_sec,runtime_score_eval_sec,runtime_other_sec,dml_runtime_total_sec,dml_runtime_crossfit_sec,dml_runtime_nuisance_fit_sec,dml_runtime_nuisance_predict_sec,dml_runtime_alpha_loop_sec,dml_runtime_score_eval_sec,dml_runtime_confidence_region_sec,ps_runtime_total_sec,ps_runtime_selection_sec,ps_runtime_first_stage_sec,ps_runtime_alpha_loop_sec,ps_runtime_score_eval_sec,ps_runtime_confidence_region_sec,ps_runtime_diagnostics_sec,oracle_runtime_total_sec,oracle_runtime_alpha_loop_sec,oracle_runtime_score_eval_sec,oracle_runtime_confidence_region_sec,fc_runtime_total_sec,fc_runtime_alpha_loop_sec,fc_runtime_score_eval_sec,fc_runtime_confidence_region_sec,ps_n_selected_controls,ps_n_selected_instruments,ps_n_selected_total,ps_share_selected_controls,ps_share_selected_instruments,ps_instrument_selection_method,ps_n_candidate_instruments,ps_n_retained_instruments,ps_share_retained_instruments,ps_all_instruments_retained,ps_selected_no_controls,ps_selected_no_instruments,ps_selected_empty_total,ps_first_stage_r2,ps_first_stage_adj_r2,ps_first_stage_partial_r2,ps_first_stage_f_stat,ps_first_stage_condition_number,ps_selection_method,ps_selection_lasso_multiplier,ps_lasso_alpha_controls,ps_lasso_alpha_instruments,ps_lasso_alpha_first_stage,ps_lasso_alpha_y_cv,ps_lasso_alpha_d_cv,ps_lasso_alpha_y_final,ps_lasso_alpha_d_final,ps_lasso_cv_folds,ps_selection_failed,ps_first_stage_failed,ps_rank_deficient,ps_warning_code,message
dgp1,500,200,1.0,0.25,0,6453165824556549201,post_selection_ivqr,0.20000000000000018,0.3255102498039183,-0.12551024980391812,0.12551024980391812,0.015752822805841928,ok,False,True,,,-0.5137393990121637,0.8285126148099404,1.3422520138221041,False,True,False,False,False,7,0.3333333333333333,1,False,1.3422520138221041,-1.0,3.0,21,0.2,False,False,False,1,0.047619047619047616,0.13959101605989982,1000000000000.0,0.13959101605989982,3.841458820694124,3.841458820694124,1.0,3.841458820694124,3,0.7476659999229014,0.7476659999229014,,0.7476659999229014,0.37508059991523623,0.0005864999257028103,,0.0003556001465767622,,,,,,,,0.7476659999229014,0.3693901998922229,,0.37508059991523623,,0.0005864999257028103,0.0022531000431627035,,,,,,,,,3,1,4,0.015,1.0,all_instruments_retained,1,1,1.0,True,False,False,False,0.45211258129487053,0.44768520821442503,0.34385349874526827,259.4046932406475,2.228827407493596,lassocv_control_union,1.8,0.3188822274794069,,0.08054398734966628,0.17715679304411494,0.04474665963870349,0.3188822274794069,0.08054398734966628,3,False,False,False,,ok; failed_alpha_points=1/21; selected_y=3; selected_d=3; selected_union=3; selection_lasso_multiplier=1.8
dgp1,500,200,1.0,0.25,1,9214940379343621333,post_selection_ivqr,0.20000000000000018,0.3255102498039183,-0.12551024980391812,0.12551024980391812,0.015752822805841928,ok,False,True,,,-0.5787333791387981,0.8328380553394547,1.4115714344782528,False,True,False,False,False,7,0.3333333333333333,1,False,1.4115714344782528,-1.0,3.0,21,0.2,False,False,False,0,0.0,0.0002679265057572376,36.793570454213594,0.0002679265057572376,3.841458820694124,3.841458820694124,1.0,3.841458820694124,3,0.6456352001987398,0.6456352001987398,,0.6456352001987398,0.27447919989936054,0.0005781999789178371,,0.0001892000436782837,,,,,,,,0.6456352001987398,0.36853040009737015,,0.27447919989936054,,0.0005781999789178371,0.001858200179412961,,,,,,,,,3,1,4,0.015,1.0,all_instruments_retained,1,1,1.0,True,False,False,False,0.421169136351603,0.416491715231212,0.3079514441437591,220.26773058222554,2.1881804180651576,lassocv_control_union,1.8,0.3544151504852334,,0.10087812120213187,0.19689730582512968,0.05604340066785104,0.3544151504852334,0.10087812120213187,3,False,False,False,,ok; failed_alpha_points=0/21; selected_y=3; selected_d=2; selected_union=3; selection_lasso_multiplier=1.8
dgp1,500,200,1.0,0.25,2,3154660004538282353,post_selection_ivqr,0.20000000000000018,0.3255102498039183,-0.12551024980391812,0.12551024980391812,0.015752822805841928,ok,False,True,,,-0.6588379370435287,0.8645271021060785,1.5233650391496072,False,True,False,False,False,8,0.38095238095238093,1,False,1.5233650391496072,-1.0,3.0,21,0.2,False,False,False,1,0.047619047619047616,0.010825080613796379,1000000000000.0,0.010825080613796379,3.841458820694124,3.841458820694124,1.0,3.841458820694124,3,0.7931466000154614,0.7931466000154614,,0.7931466000154614,0.4256374998949468,0.00036259996704757214,,0.0002549001947045326,,,,,,,,0.7931466000154614,0.3646829000208527,,0.4256374998949468,,0.00036259996704757214,0.0022086999379098415,,,,,,,,,3,1,4,0.015,1.0,all_instruments_retained,1,1,1.0,True,False,False,False,0.35121354631896107,0.34597082750133645,0.24797419522025566,163.22209404765988,2.160464347661474,lassocv_control_union,1.8,0.28358149807947797,,0.08893172542548149,0.15754527671082108,0.04940651412526749,0.28358149807947797,0.08893172542548149,3,False,False,False,,ok; failed_alpha_points=1/21; selected_y=3; selected_d=2; selected_union=3; selection_lasso_multiplier=1.8
dgp1,500,200,1.0,0.25,3,1717475357442033914,post_selection_ivqr,0.0,0.3255102498039183,-0.3255102498039183,0.3255102498039183,0.1059569227274093,ok,False,True,,,-0.9777320770814781,0.6281656285187494,1.6058977056002275,False,True,False,False,False,8,0.38095238095238093,1,False,1.6058977056002275,-1.0,3.0,21,0.2,False,False,False,0,0.0,0.08221807525939723,62.52960557746484,0.08221807525939723,3.841458820694124,3.841458820694124,1.0,3.841458820694124,3,0.5687336998526007,0.5687336998526007,,0.5687336998526007,0.2112730999942869,0.00060409982688725,,0.00021790014579892159,,,,,,,,0.5687336998526007,0.3548461999744177,,0.2112730999942869,,0.00060409982688725,0.001792399911209941,,,,,,,,,3,1,4,0.015,1.0,all_instruments_retained,1,1,1.0,True,False,False,False,0.36870257293123754,0.363601179581187,0.2690104770960447,182.1642882562053,1.9466669708706592,lassocv_control_union,1.8,0.33104854547282464,,0.09742208959180103,0.1839158585960137,0.05412338310655612,0.33104854547282464,0.09742208959180103,3,False,False,False,,ok; failed_alpha_points=0/21; selected_y=3; selected_d=1; selected_union=3; selection_lasso_multiplier=1.8
dgp1,500,200,1.0,0.25,4,8676467209849990564,post_selection_ivqr,0.8,0.3255102498039183,0.47448975019608175,0.47448975019608175,0.22514052304114007,ok,False,True,,,0.2137782456961926,1.4332650346035418,1.2194867889073493,False,True,False,False,False,6,0.2857142857142857,1,False,1.2194867889073493,-1.0,3.0,21,0.2,False,False,False,1,0.047619047619047616,0.11872702138048216,1000000000000.0,0.11872702138048216,3.841458820694124,3.841458820694124,1.0,3.841458820694124,4,0.7930229001212865,0.7930229001212865,,0.7930229001212865,0.42309630010277033,0.0005988001357764006,,0.0002479997929185629,,,,,,,,0.7930229001212865,0.3662418001331389,,0.42309630010277033,,0.0005988001357764006,0.0028379999566823244,,,,,,,,,4,1,5,0.02,1.0,all_instruments_retained,1,1,1.0,True,False,False,False,0.3706139209667231,0.36424361652306647,0.2860443693709593,197.9197479607441,2.1530748095436034,lassocv_control_union,1.8,0.2873965336351447,,0.08698805650299857,0.15966474090841373,0.04832669805722142,0.2873965336351447,0.08698805650299857,3,False,False,False,,ok; failed_alpha_points=1/21; selected_y=4; selected_d=2; selected_union=4; selection_lasso_multiplier=1.8
dgp1,500,200,1.0,0.25,5,8448470054762995597,post_selection_ivqr,0.20000000000000018,0.3255102498039183,-0.12551024980391812,0.12551024980391812,0.015752822805841928,ok,False,True,,,-0.3282589984170164,0.8727956979967776,1.201054696413794,False,True,False,False,False,6,0.2857142857142857,1,False,1.201054696413794,-1.0,3.0,21,0.2,False,False,False,0,0.0,0.01993571039166857,45.99092106540323,0.01993571039166857,3.841458820694124,3.841458820694124,1.0,3.841458820694124,4,0.7745678999926895,0.7745678999926895,,0.7745678999926895,0.40489019989036024,0.00030399998649954796,,0.00015119975432753563,,,,,,,,0.7745678999926895,0.366738400189206,,0.40489019989036024,,0.00030399998649954796,0.0024841001722961664,,,,,,,,,4,1,5,0.02,1.0,all_instruments_retained,1,1,1.0,True,False,False,False,0.40248359392647703,0.39643585702289885,0.28886643630616865,200.66556666798647,2.3332646510435326,lassocv_control_union,1.8,0.31786419246669884,,0.09065180309909185,0.1765912180370549,0.050362112832828806,0.31786419246669884,0.09065180309909185,3,False,False,False,,ok; failed_alpha_points=0/21; selected_y=4; selected_d=2; selected_union=4; selection_lasso_multiplier=1.8
dgp1,500,200,1.0,0.25,6,5021447493907674237,post_selection_ivqr,0.8,0.3255102498039183,0.47448975019608175,0.47448975019608175,0.22514052304114007,ok,False,True,,,-0.03806173294322546,1.4295426182104312,1.4676043511536565,False,True,False,False,False,8,0.38095238095238093,1,False,1.4676043511536565,-1.0,3.0,21,0.2,False,False,False,0,0.0,0.02220738649982501,40.33026537819873,0.02220738649982501,3.841458820694124,3.841458820694124,1.0,3.841458820694124,8,0.9596333000808954,0.9596333000808954,,0.9596333000808954,0.6099704001098871,0.00034859986044466496,,0.00023040012456476688,,,,,,,,0.9596333000808954,0.3480192001443356,,0.6099704001098871,,0.00034859986044466496,0.0010646998416632414,,,,,,,,,8,1,9,0.04,1.0,all_instruments_retained,1,1,1.0,True,False,False,False,0.41174075214153927,0.4009359904461798,0.2756919310780463,186.50771960791027,2.396855347217392,lassocv_control_union,1.8,0.22796086702128998,,0.08732163064419295,0.12664492612293887,0.048512017024551636,0.22796086702128998,0.08732163064419295,3,False,False,False,,ok; failed_alpha_points=0/21; selected_y=8; selected_d=3; selected_union=8; selection_lasso_multiplier=1.8
dgp1,500,200,1.0,0.25,7,21741838260193456,post_selection_ivqr,0.20000000000000018,0.3255102498039183,-0.12551024980391812,0.12551024980391812,0.015752822805841928,ok,False,True,,,-0.6452524350286302,1.0300511438136448,1.675303578842275,False,True,False,False,False,9,0.42857142857142855,1,False,1.675303578842275,-1.0,3.0,21,0.2,False,False,False,0,0.0,0.004015460018992429,41.692583990621486,0.004015460018992429,3.841458820694124,3.841458820694124,1.0,3.841458820694124,3,0.7124939998611808,0.7124939998611808,,0.7124939998611808,0.35213240003213286,0.00031349994242191315,,0.00021159998141229153,,,,,,,,0.7124939998611808,0.3573302999138832,,0.35213240003213286,,0.00031349994242191315,0.0025061999913305044,,,,,,,,,3,1,4,0.015,1.0,all_instruments_retained,1,1,1.0,True,False,False,False,0.37080980996084545,0.36572544478881186,0.2914544094598637,203.6141846181741,2.2363367875828075,lassocv_control_union,1.8,0.2993495788902746,,0.09950387074032677,0.1663053216057081,0.055279928189070425,0.2993495788902746,0.09950387074032677,3,False,False,False,,ok; failed_alpha_points=0/21; selected_y=3; selected_d=2; selected_union=3; selection_lasso_multiplier=1.8
dgp1,500,200,1.0,0.25,8,4118864315573949973,post_selection_ivqr,-0.19999999999999996,0.3255102498039183,-0.5255102498039183,0.5255102498039183,0.2761610226489766,ok,False,True,,,-0.9530447981462776,0.9007965527950155,1.853841350941293,False,True,False,False,False,9,0.42857142857142855,1,False,1.853841350941293,-1.0,3.0,21,0.2,False,False,False,0,0.0,0.015988740911237694,70.3494254623956,0.015988740911237694,3.841458820694124,3.841458820694124,1.0,3.841458820694124,3,0.5107706999406219,0.5107706999406219,,0.5107706999406219,0.16090359981171787,0.0003293999470770359,,0.00011940021067857742,,,,,,,,0.5107706999406219,0.3475697999820113,,0.16090359981171787,,0.0003293999470770359,0.0018484999891370535,,,,,,,,,3,1,4,0.015,1.0,all_instruments_retained,1,1,1.0,True,False,False,False,0.3836199344938893,0.3786390854796986,0.28024622355641643,192.7351897281772,1.8554808532302463,lassocv_control_union,1.8,0.3671313769275698,,0.0932586598926509,0.2039618760708721,0.05181036660702828,0.3671313769275698,0.0932586598926509,3,False,False,False,,ok; failed_alpha_points=0/21; selected_y=3; selected_d=1; selected_union=3; selection_lasso_multiplier=1.8
dgp1,500,200,1.0,0.25,9,4913464245341002973,post_selection_ivqr,0.40000000000000013,0.3255102498039183,0.07448975019608184,0.07448975019608184,0.005548722884274674,ok,False,True,,,-0.530756271074045,1.022289730944358,1.553046002018403,False,True,False,False,False,8,0.38095238095238093,1,False,1.553046002018403,-1.0,3.0,21,0.2,False,False,False,0,0.0,0.10554613717136814,39.72436118653365,0.10554613717136814,3.841458820694124,3.841458820694124,1.0,3.841458820694124,5,0.5755941001698375,0.5755941001698375,,0.5755941001698375,0.21967829996719956,0.00029920018278062344,,0.00022330018691718578,,,,,,,,0.5755941001698375,0.35343010001815856,,0.21967829996719956,,0.00029920018278062344,0.0019631998147815466,,,,,,,,,5,1,6,0.025,1.0,all_instruments_retained,1,1,1.0,True,False,False,False,0.3797564406039735,0.3722078374470239,0.28664174894274735,198.09735433680834,1.7662545083172774,lassocv_control_union,1.8,0.216803653984312,,0.10398571809569286,0.1204464744357289,0.05776984338649603,0.216803653984312,0.10398571809569286,3,False,False,False,,ok; failed_alpha_points=0/21; selected_y=5; selected_d=3; selected_union=5; selection_lasso_multiplier=1.8
dgp1,500,200,1.0,0.25,10,1453254785829149130,post_selection_ivqr,0.20000000000000018,0.3255102498039183,-0.12551024980391812,0.12551024980391812,0.015752822805841928,ok,False,True,,,-0.3167312885513095,1.0546202579122756,1.3713515464635853,False,True,False,False,False,7,0.3333333333333333,1,False,1.3713515464635853,-1.0,3.0,21,0.2,False,False,False,0,0.0,0.12242405141482386,32.24790806132592,0.12242405141482386,3.841458820694124,3.841458820694124,1.0,3.841458820694124,3,0.7055860001128167,0.7055860001128167,,0.7055860001128167,0.343334199860692,0.0007003000937402248,,0.0002125999890267849,,,,,,,,0.7055860001128167,0.3590178000740707,,0.343334199860692,,0.0007003000937402248,0.0023211000952869654,,,,,,,,,3,1,4,0.015,1.0,all_instruments_retained,1,1,1.0,True,False,False,False,0.4137712125843961,0.4090340102618457,0.3190230184074502,231.89681645682148,1.901393666340741,lassocv_control_union,1.8,0.34577014729171335,,0.10434292429321913,0.19209452627317408,0.05796829127401063,0.34577014729171335,0.10434292429321913,3,False,False,False,,ok; failed_alpha_points=0/21; selected_y=3; selected_d=2; selected_union=3; selection_lasso_multiplier=1.8
