dgp,n,p,pi,tau,estimator,replications,valid_estimates,bias,median_bias,rmse,mae,coverage,coverage_valid_only,avg_cr_length,avg_cr_length_valid_only,avg_cr_hull_length,failure_rate,non_convergence_rate,cr_empty_rate,cr_disconnected_rate,boundary_rate,alpha_hat_boundary_rate,cr_boundary_hit_rate,mean_failed_alpha_count,mean_failed_alpha_rate,mean_selected_controls,critical_value_multiplier,mean_critical_value_adjusted,mean_runtime_seconds,mean_runtime_total_sec,median_runtime_total_sec,mean_runtime_alpha_grid_sec,mean_runtime_confidence_region_sec,mean_dml_runtime_crossfit_sec,mean_ps_runtime_selection_sec,expected_replications,observed_replications,completion_rate
dgp2,500,200,0.25,0.75,dml_ivqr,10,10,-1.0544897501960815,-1.0744897501960815,1.6910199978913893,1.424693850117649,0.8,0.8,3.2453738258281355,3.2453738258281355,3.278577357149107,0.0,0.0,0.0,0.2,0.2,0.2,0.9,0.0,0.0,,1.0,3.841458820694124,16.752018910006154,16.752018910006154,16.83468310002354,16.73359278999851,0.0006718300050124,0.01752240998903285,,10,10,1.0
dgp2,500,200,0.5,0.25,dml_ivqr,10,10,0.3144897501960819,0.47448975019608175,1.1177225966125917,0.9897959000784329,0.8,0.8,2.5356246136571072,2.5356246136571072,2.735828021223812,0.0,0.0,0.0,0.3,0.1,0.1,0.8,0.0,0.0,,1.0,3.841458820694124,16.78057499998831,16.78057499998831,16.82181219998165,16.760484239988727,0.0006587799987755299,0.01919611000921573,,10,10,1.0
dgp2,500,200,0.5,0.5,dml_ivqr,10,10,-0.05999999999999996,-0.19999999999999996,0.7668115805072325,0.7,0.8,0.8,2.759862312417875,2.759862312417875,2.8149985924264462,0.0,0.0,0.0,0.3,0.0,0.0,0.8,0.0,0.0,,1.0,3.841458820694124,19.178834260004805,19.178834260004805,19.16467189998366,19.159121020004385,0.00078620999702247,0.018697239999892132,,10,10,1.0
dgp2,500,200,0.5,0.75,dml_ivqr,10,10,-0.054489750196081356,-0.27448975019608124,0.7145412044636974,0.5948979500392163,0.9,0.9,2.8079277272156005,2.8079277272156005,2.851602325909159,0.0,0.0,0.0,0.2,0.1,0.1,0.9,0.0,0.0,,1.0,3.841458820694124,16.876751360000345,16.876751360000345,16.892906649998622,16.857478680001805,0.00067218999611208,0.01834709998802278,,10,10,1.0
dgp2,500,200,1.0,0.25,dml_ivqr,10,10,0.5344897501960817,0.47448975019608175,0.78872003465404,0.5846938501176491,0.8,0.8,2.127779993587688,2.127779993587688,2.1728602507825654,0.0,0.0,0.0,0.3,0.0,0.0,0.2,0.0,0.0,,1.0,3.841458820694124,16.66833196000662,16.66833196000662,16.655163400020683,16.647853230009787,0.00061420000274662,0.01963624999043527,,10,10,1.0
dgp2,500,200,1.0,0.5,dml_ivqr,10,10,-0.17999999999999988,-0.29999999999999993,0.6228964600958975,0.5,0.8,0.8,1.8746408803359098,1.8746408803359098,1.9295100429029772,0.0,0.0,0.0,0.2,0.0,0.0,0.1,0.0,0.0,,1.0,3.841458820694124,19.237688729993533,19.237688729993533,19.284572249976918,19.216922480001813,0.0004568699921946399,0.020072530006291323,,10,10,1.0
dgp2,500,200,1.0,0.75,dml_ivqr,10,10,-0.4344897501960815,-0.27448975019608146,0.9006560625596507,0.6948979500392163,0.8,0.8,1.894975032528856,1.894975032528856,1.894975032528856,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,,1.0,3.841458820694124,16.675948519987287,16.675948519987287,16.761913900001673,16.6556840599922,0.00064057000563475,0.01938917001825754,,10,10,1.0
dgp2,500,500,0.1,0.25,dml_ivqr,10,10,0.6944897501960817,1.0744897501960817,1.3258642513950725,1.2246938501176492,0.9,0.9,3.5158367006326414,3.5158367006326414,3.6980947591225592,0.0,0.0,0.0,0.3,0.2,0.2,0.9,0.0,0.0,,1.0,3.841458820694124,69.20302880999516,69.20302880999516,69.32229604999884,69.15592185001006,0.0008032700046896402,0.0458867100067436,,10,10,1.0
dgp2,500,500,0.1,0.5,dml_ivqr,10,10,-0.4799999999999998,-0.4999999999999999,1.277497553813705,1.12,1.0,1.0,3.644726651375266,3.644726651375266,4.0,0.0,0.0,0.0,0.4,0.2,0.2,1.0,0.0,0.0,,1.0,3.841458820694124,89.99771884999936,89.99771884999936,89.95896340001491,89.95088819999364,0.00073438000981692,0.04565610999125052,,10,10,1.0
dgp2,500,500,0.1,0.75,dml_ivqr,10,10,-1.2944897501960813,-1.3744897501960813,1.7410639601584754,1.5046938501176488,0.9,0.9,3.6361764556174307,3.6361764556174307,3.6895031708516663,0.0,0.0,0.0,0.2,0.3,0.3,1.0,0.0,0.0,,1.0,3.841458820694124,71.39981661000056,71.39981661000056,71.54486664998694,71.34599428999354,0.00075398000190029,0.05262460000230927,,10,10,1.0
dgp2,500,500,0.25,0.25,dml_ivqr,10,10,-0.10551024980391825,-0.22551024980391818,1.120148388747529,0.9400000000000002,0.8,0.8,3.2338719626776635,3.2338719626776635,3.3605983499373395,0.0,0.0,0.0,0.6,0.2,0.2,0.9,0.0,0.0,,1.0,3.841458820694124,62.83688580999151,62.83688580999151,62.8030569999828,62.788980779994745,0.00058330000028939,0.04691927999956529,,10,10,1.0
dgp2,500,500,0.25,0.5,dml_ivqr,10,10,-0.76,-1.2999999999999998,1.501998668441487,1.4,0.9,0.9,3.0868190556190553,3.0868190556190553,3.3557436814548325,0.0,0.0,0.0,0.3,0.3,0.3,0.9,0.0,0.0,,1.0,3.841458820694124,81.46540535000968,81.46540535000968,81.5165197000315,81.41789703000104,0.00057079001562665,0.046593129984103095,,10,10,1.0
dgp2,500,500,0.25,0.75,dml_ivqr,10,10,-0.5944897501960813,-0.07448975019608117,1.5757595194344218,1.2,0.9,0.9,3.2468167711569693,3.2468167711569693,3.325627663385421,0.0,0.0,0.0,0.1,0.4,0.4,1.0,0.0,0.0,,1.0,3.841458820694124,69.41780168000841,69.41780168000841,69.51900040000328,69.36711865001125,0.0007239900121930401,0.049455130007117945,,10,10,1.0
dgp2,500,500,0.5,0.25,dml_ivqr,10,10,1.0344897501960815,1.0744897501960817,1.4242784289810584,1.164693850117649,0.7,0.7,2.69728615542227,2.69728615542227,2.8119332968650332,0.0,0.0,0.0,0.2,0.1,0.1,0.6,0.0,0.0,,1.0,3.841458820694124,62.655461830005514,62.655461830005514,62.66314674998284,62.608961250004356,0.00065912001300598,0.04542563999420958,,10,10,1.0
dgp2,500,500,0.5,0.5,dml_ivqr,10,10,0.20000000000000012,0.30000000000000027,0.9165151389911681,0.68,0.9,0.9,2.5606722328710387,2.5606722328710387,2.662442184813022,0.0,0.0,0.0,0.4,0.0,0.0,0.3,0.0,0.0,,1.0,3.841458820694124,81.2112709399953,81.2112709399953,81.24723959999392,81.16257690999774,0.00055509000667364,0.04770554998540315,,10,10,1.0
dgp2,500,500,0.5,0.75,dml_ivqr,10,10,-0.09448975019608148,-0.27448975019608146,0.8077922461203237,0.6497959000784326,1.0,1.0,2.5652231280107634,2.5652231280107634,2.806514833448585,0.0,0.0,0.0,0.5,0.2,0.2,0.7,0.0,0.0,,1.0,3.841458820694124,64.15127967000008,64.15127967000008,64.28089005002403,64.1031011499872,0.00055158999748522,0.04723478001542384,,10,10,1.0
dgp2,500,500,1.0,0.25,dml_ivqr,10,10,0.4944897501960819,0.6744897501960818,0.7590257657345918,0.6646938501176491,0.7,0.7,1.9562697001448637,1.9562697001448637,1.988811847029187,0.0,0.0,0.0,0.2,0.0,0.0,0.1,0.0,0.0,,1.0,3.841458820694124,62.536261770006966,62.536261770006966,62.40541010000743,62.49089346001274,0.0005166499991900699,0.04439267999841828,,10,10,1.0
dgp2,500,500,1.0,0.5,dml_ivqr,10,10,0.14000000000000018,0.0,0.7293833011524189,0.54,0.8,0.8,1.694299133214575,1.694299133214575,1.7716110085879724,0.0,0.0,0.0,0.2,0.0,0.0,0.1,0.0,0.0,,1.0,3.841458820694124,80.96592474000644,80.96592474000644,81.08761955000227,80.91167003000737,0.00068121999502178,0.05311859000357796,,10,10,1.0
dgp2,500,500,1.0,0.75,dml_ivqr,10,10,-0.5144897501960813,-0.37448975019608133,0.8620323097522657,0.6297959000784327,0.8,0.8,2.1016022658547526,2.1016022658547526,2.1016022658547526,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,,1.0,3.841458820694124,63.55054835999035,63.55054835999035,63.53701534998254,63.502160659997024,0.0007066099962684799,0.047304570005508105,,10,10,1.0
dgp2,1000,200,0.1,0.25,dml_ivqr,10,10,0.03448975019608176,-0.22551024980391818,1.3768041047544086,1.12,0.9,0.9,3.502566751895342,3.502566751895342,3.833015374692104,0.0,0.0,0.0,0.3,0.3,0.3,1.0,0.0,0.0,,1.0,3.841458820694124,33.856331889994905,33.856331889994905,33.93831914998009,33.82969068999519,0.00065643999259914,0.02566817001788873,,10,10,1.0
dgp2,1000,200,0.1,0.5,dml_ivqr,10,10,-0.13999999999999993,-0.3999999999999999,1.5375304875026055,1.4200000000000002,0.9,0.9,3.275092494205417,3.275092494205417,3.3483691950121077,0.0,0.0,0.0,0.3,0.3,0.3,1.0,0.0,0.0,,1.0,3.841458820694124,41.46104240998393,41.46104240998393,41.44669169999543,41.43938027000404,0.00075515999342311,0.02067926000454458,,10,10,1.0
dgp2,1000,200,0.1,0.75,dml_ivqr,10,10,-0.9144897501960816,-1.1744897501960816,1.4895272750821624,1.3097959000784325,0.8,0.8,3.5455080797311447,3.5455080797311447,3.699274340108824,0.0,0.0,0.0,0.2,0.2,0.2,1.0,0.0,0.0,,1.0,3.841458820694124,33.67818327000714,33.67818327000714,33.714486600016244,33.65237917000777,0.0006144100043456501,0.02491844999603922,,10,10,1.0
dgp2,1000,200,0.25,0.25,dml_ivqr,10,10,0.07448975019608178,-0.02551024980391821,0.5775367718892666,0.4800000000000001,1.0,1.0,2.882120788536713,2.882120788536713,2.9864178111912816,0.0,0.0,0.0,0.5,0.0,0.0,0.7,0.0,0.0,,1.0,3.841458820694124,33.69044265999692,33.69044265999692,33.7308068999846,33.66183760000858,0.0007116899942047499,0.027565920003689792,,10,10,1.0
dgp2,1000,200,0.25,0.5,dml_ivqr,10,10,-0.1399999999999999,0.10000000000000009,0.9402127418834528,0.7800000000000001,0.8,0.8,2.8275135346277116,2.8275135346277116,2.8275135346277116,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,,1.0,3.841458820694124,41.07784104999737,41.07784104999737,41.22768169999472,41.0558963800082,0.00061848000041204,0.021078060014406173,,10,10,1.0
dgp2,1000,200,0.25,0.75,dml_ivqr,10,10,-0.05448975019608147,0.22551024980391865,0.9069559707485427,0.6851020499607837,1.0,1.0,3.2841455576616716,3.2841455576616716,3.322540263363501,0.0,0.0,0.0,0.3,0.1,0.1,0.9,0.0,0.0,,1.0,3.841458820694124,33.905494370003,33.905494370003,33.96188735001488,33.87988462999929,0.0006039700005203,0.024742909992346497,,10,10,1.0
dgp2,1000,200,0.5,0.25,dml_ivqr,10,10,-0.005510249803918205,0.07448975019608178,0.5879033618316037,0.4948979500392164,1.0,1.0,1.9412051337687217,1.9412051337687217,2.0400407328564953,0.0,0.0,0.0,0.2,0.0,0.0,0.4,0.0,0.0,,1.0,3.841458820694124,42.02473580999649,42.02473580999649,41.92522244999418,41.99378920001327,0.0008384599990676402,0.02979895999305876,,10,10,1.0
dgp2,1000,200,0.5,0.5,dml_ivqr,10,10,-0.01999999999999986,-0.09999999999999998,0.6164414002968978,0.46000000000000013,0.8,0.8,1.6670519353419835,1.6670519353419835,1.670588181507449,0.0,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.0,,1.0,3.841458820694124,49.792798500007486,49.792798500007486,49.934263649978675,49.75932384998887,0.00078217001282605,0.032355999998981116,,10,10,1.0
dgp2,1000,200,0.5,0.75,dml_ivqr,10,10,-0.21448975019608146,-0.17448975019608137,0.6118871243449869,0.5148979500392163,0.9,0.9,1.8864683251428453,1.8864683251428453,1.9341607062259059,0.0,0.0,0.0,0.3,0.0,0.0,0.1,0.0,0.0,,1.0,3.841458820694124,45.31674088999862,45.31674088999862,45.31979639999918,45.28663444000995,0.0005237100005615,0.029242660006275362,,10,10,1.0
dgp2,1000,200,1.0,0.25,dml_ivqr,10,10,0.2544897501960818,0.2744897501960818,0.44313094335068065,0.3697959000784327,0.8,0.8,1.087374064816538,1.087374064816538,1.087374064816538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,3.841458820694124,42.2921027500066,42.2921027500066,42.327199599996675,42.259514359995954,0.0008477900002616899,0.03141749999485904,,10,10,1.0
dgp2,1000,200,1.0,0.5,dml_ivqr,10,10,-0.039999999999999904,-0.19999999999999996,0.2190890230020665,0.20000000000000004,0.9,0.9,0.9787382049010137,0.9787382049010137,0.9787382049010137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,3.841458820694124,49.7140278399922,49.7140278399922,49.92101745001855,49.68324817000539,0.0007983699964824601,0.029656869999598667,,10,10,1.0
dgp2,1000,200,1.0,0.75,dml_ivqr,10,10,-0.15448975019608135,-0.0744897501960815,0.2558653609139925,0.2046938501176489,1.0,1.0,1.16922462558004,1.16922462558004,1.16922462558004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,3.841458820694124,42.01063863999443,42.01063863999443,42.20574604999274,41.97862873000558,0.00069474999327207,0.030968300002859873,,10,10,1.0
dgp2,1000,500,0.1,0.25,dml_ivqr,10,10,0.37448975019608166,0.3744897501960818,1.469095835199979,1.3399999999999999,0.9,0.9,3.599156949459276,3.599156949459276,3.627700988118467,0.0,0.0,0.0,0.1,0.3,0.3,1.0,0.0,0.0,,1.0,3.841458820694124,171.99834669000703,171.99834669000703,172.14863789998344,171.89919869999866,0.00072285999194714,0.09740174000035036,,10,10,1.0
dgp2,1000,500,0.1,0.5,dml_ivqr,10,10,0.060000000000000095,-0.29999999999999993,1.1541230437002807,0.9800000000000001,0.9,0.9,3.555851594463595,3.555851594463595,3.8678575551611205,0.0,0.0,0.0,0.3,0.1,0.1,1.0,0.0,0.0,,1.0,3.841458820694124,228.1909728699946,228.1909728699946,228.3250904000015,228.11154160000734,0.00064426001044917,0.07822033999254921,,10,10,1.0
dgp2,1000,500,0.1,0.75,dml_ivqr,10,10,-0.37448975019608144,0.3255102498039186,1.4745313062129008,1.22,0.9,0.9,3.5787028960098226,3.5787028960098226,3.7045980170544537,0.0,0.0,0.0,0.2,0.1,0.1,1.0,0.0,0.0,,1.0,3.841458820694124,171.3795775000064,171.3795775000064,171.38201605001814,171.2919578599918,0.0007434699917211499,0.08611995999817734,,10,10,1.0
dgp2,1000,500,0.25,0.25,dml_ivqr,10,10,0.8944897501960817,0.9744897501960819,1.2278892104770074,0.984693850117649,0.9,0.9,3.4530279743339443,3.4530279743339443,3.5881204530033095,0.0,0.0,0.0,0.6,0.0,0.0,1.0,0.0,0.0,,1.0,3.841458820694124,169.22413251000108,169.22413251000108,169.4510559499904,169.12799704000355,0.00065283000003542,0.09439762000693006,,10,10,1.0
dgp2,1000,500,0.25,0.5,dml_ivqr,10,10,-0.4199999999999998,-0.3999999999999999,1.2049896265113655,1.02,0.9,0.9,2.8099547581444044,2.8099547581444044,2.9303234777924616,0.0,0.0,0.0,0.4,0.2,0.2,0.7,0.0,0.0,,1.0,3.841458820694124,231.24535313999513,231.24535313999513,231.36999859998468,231.16411980000558,0.0008117099932860101,0.07960233999183398,,10,10,1.0
dgp2,1000,500,0.25,0.75,dml_ivqr,10,10,-0.4344897501960814,-0.7744897501960816,1.139816363729462,1.0297959000784325,0.9,0.9,3.3617481485311425,3.3617481485311425,3.539719820219704,0.0,0.0,0.0,0.3,0.1,0.1,0.9,0.0,0.0,,1.0,3.841458820694124,171.25892046000226,171.25892046000226,171.38614660000894,171.18258856000028,0.00066379999625492,0.07504457000759428,,10,10,1.0
dgp2,1000,500,0.5,0.25,dml_ivqr,10,10,1.014489750196082,0.8744897501960819,1.185575578886858,1.014489750196082,0.8,0.8,2.7667106160580373,2.7667106160580373,3.067330894152096,0.0,0.0,0.0,0.5,0.0,0.0,0.6,0.0,0.0,,1.0,3.841458820694124,168.81936726999703,168.81936726999703,169.63825239997823,168.73339824998402,0.00069242999888951,0.08444693000055843,,10,10,1.0
dgp2,1000,500,0.5,0.5,dml_ivqr,10,10,-0.11999999999999986,-0.09999999999999998,0.6811754546370561,0.5599999999999999,0.9,0.9,2.4503807045446764,2.4503807045446764,2.598040447601752,0.0,0.0,0.0,0.5,0.0,0.0,0.6,0.0,0.0,,1.0,3.841458820694124,229.36044963999885,229.36044963999885,230.0478097499872,229.27261214000754,0.00059548000572244,0.08643714000354517,,10,10,1.0
dgp2,1000,500,0.5,0.75,dml_ivqr,10,10,-0.17448975019608134,0.025510249803918694,0.7644911202384832,0.6200000000000001,0.9,0.9,2.71068148285033,2.71068148285033,2.773785156465409,0.0,0.0,0.0,0.2,0.0,0.0,0.7,0.0,0.0,,1.0,3.841458820694124,169.9564264799992,169.9564264799992,170.17644499999005,169.87235391000286,0.00071442000335077,0.08251325999735852,,10,10,1.0
dgp2,1000,500,1.0,0.25,dml_ivqr,10,10,-0.10551024980391821,-0.1255102498039182,0.332764801043748,0.28510204996078364,1.0,1.0,1.5846977451158946,1.5846977451158946,1.6392839388378628,0.0,0.0,0.0,0.2,0.0,0.0,0.1,0.0,0.0,,1.0,3.841458820694124,171.94725066000828,171.94725066000828,171.73697175001143,171.8716369499918,0.00066334001021454,0.07428793000872244,,10,10,1.0
dgp2,1000,500,1.0,0.5,dml_ivqr,10,10,1.2212453270876723e-16,0.10000000000000009,0.3898717737923586,0.32000000000000006,1.0,1.0,1.4214284800597954,1.4214284800597954,1.4214284800597954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,3.841458820694124,227.18373860999128,227.18373860999128,227.16678959998535,227.09484040000243,0.00075753999990405,0.08738400000147518,,10,10,1.0
dgp2,1000,500,1.0,0.75,dml_ivqr,10,10,-0.4944897501960813,-0.37448975019608133,0.8391186525450277,0.7046938501176487,0.8,0.8,2.115478448630978,2.115478448630978,2.1430427117669058,0.0,0.0,0.0,0.2,0.0,0.0,0.2,0.0,0.0,,1.0,3.841458820694124,166.21027135000332,166.21027135000332,166.0521170499851,166.11479876000084,0.00069386000977825,0.0939314299903344,,10,10,1.0
dgp3,500,200,0.1,0.25,dml_ivqr,10,10,0.9428892087894136,1.3628892087894138,1.754035364538448,1.6051556835157654,0.9,0.9,3.0689165075032685,3.0689165075032685,3.387871466858549,0.0,0.0,0.0,0.5,0.3,0.3,1.0,0.0,0.0,,1.0,3.841458820694124,19.40971318000811,19.40971318000811,19.460673700028565,19.38841659000027,0.00074268000898876,0.02032366999774234,,10,10,1.0
dgp3,500,200,0.1,0.5,dml_ivqr,10,10,-0.1999999999999999,-0.19999999999999984,1.3682105101189654,1.2399999999999998,0.9,0.9,3.4871655864837754,3.4871655864837754,3.6019924709780504,0.0,0.0,0.0,0.4,0.1,0.1,0.9,0.0,0.0,,1.0,3.841458820694124,22.120914419996552,22.120914419996552,22.151988950005034,22.100525220000417,0.00076086999615651,0.019412449997616883,,10,10,1.0
dgp3,500,200,0.1,0.75,dml_ivqr,10,10,-0.6428892087894134,-0.26288920878941346,1.3232182491100546,1.0,0.7,0.7,3.2772927812371413,3.2772927812371413,3.6615387333702296,0.0,0.0,0.0,0.4,0.1,0.1,0.9,0.0,0.0,,1.0,3.841458820694124,18.451270670001396,18.451270670001396,18.498377849988174,18.43149041000288,0.00070045000175008,0.018843879993073583,,10,10,1.0
dgp3,500,200,0.25,0.25,dml_ivqr,10,10,-0.03711079121058648,-0.037110791210586525,1.004677665136573,0.8148443164842346,0.9,0.9,3.317627893019103,3.317627893019103,3.7446302662449065,0.0,0.0,0.0,0.5,0.1,0.1,1.0,0.0,0.0,,1.0,3.841458820694124,17.555247749987757,17.555247749987757,17.64590644996497,17.53998348999885,0.0007246400113217,0.014361070003360472,,10,10,1.0
dgp3,500,200,0.25,0.5,dml_ivqr,10,10,0.1800000000000001,0.40000000000000013,1.104536101718726,0.9,1.0,1.0,2.9397265730204283,2.9397265730204283,3.1446928467138724,0.0,0.0,0.0,0.5,0.1,0.1,0.9,0.0,0.0,,1.0,3.841458820694124,21.19504355000681,21.19504355000681,21.166895100002876,21.171650179987772,0.0007102099945768199,0.02240295000374314,,10,10,1.0
dgp3,500,200,0.25,0.75,dml_ivqr,10,10,-0.38288920878941335,-0.5628892087894133,1.433249505915625,1.2925778417578826,0.9,0.9,2.989342268513653,2.989342268513653,3.1643519106090374,0.0,0.0,0.0,0.3,0.2,0.2,1.0,0.0,0.0,,1.0,3.841458820694124,18.187554860004457,18.187554860004457,18.251461450010538,18.167982919997304,0.0007685700198635,0.01857239999808366,,10,10,1.0
dgp3,500,200,0.5,0.25,dml_ivqr,10,10,0.48288920878941344,0.5628892087894134,0.9092755291798333,0.7777335252736481,0.7,0.7,2.2497498150026467,2.2497498150026467,2.3467892381235633,0.0,0.0,0.0,0.3,0.0,0.0,0.5,0.0,0.0,,1.0,3.841458820694124,14.565059330000077,14.565059330000077,14.581011650006985,14.550966340006562,0.0006328399991616,0.01328459999058391,,10,10,1.0
dgp3,500,200,0.5,0.5,dml_ivqr,10,10,0.46000000000000024,0.40000000000000036,0.8602325267042629,0.7000000000000001,0.8,0.8,2.381362065350711,2.381362065350711,2.427230664812627,0.0,0.0,0.0,0.2,0.0,0.0,0.5,0.0,0.0,,1.0,3.841458820694124,17.106279460008956,17.106279460008956,17.150343350018375,17.091610330011463,0.00060666000936176,0.01390576999983745,,10,10,1.0
dgp3,500,200,0.5,0.75,dml_ivqr,10,10,0.11711079121058665,0.03711079121058658,0.5360176652107369,0.41484431648423464,1.0,1.0,2.4540286474775126,2.4540286474775126,2.4718458440487634,0.0,0.0,0.0,0.2,0.0,0.0,0.5,0.0,0.0,,1.0,3.841458820694124,14.749513529997785,14.749513529997785,14.741321950015845,14.735643809993054,0.00050756000564428,0.01318407001672307,,10,10,1.0
dgp3,500,200,1.0,0.25,dml_ivqr,10,10,0.2628892087894135,0.1628892087894135,0.6124628446672695,0.49257784175788266,0.9,0.9,1.5779567795845826,1.5779567795845826,1.5854055946434644,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,,1.0,3.841458820694124,15.121093529998324,15.121093529998324,15.184132800030056,15.106280830001925,0.0006155900016892001,0.01402683999040161,,10,10,1.0
dgp3,500,200,1.0,0.5,dml_ivqr,10,10,0.14000000000000015,0.10000000000000009,0.3741657386773943,0.3000000000000001,1.0,1.0,1.453825572087603,1.453825572087603,1.4591388944914865,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,,1.0,3.841458820694124,17.26864437001641,17.26864437001641,17.28760885001975,17.2558873699978,0.00057042000116777,0.01199054999742652,,10,10,1.0
dgp3,500,200,1.0,0.75,dml_ivqr,10,10,-0.22288920878941337,0.03711079121058658,0.5385903818253448,0.38742215824211734,0.8,0.8,1.5872422242935804,1.5872422242935804,1.6035291485848062,0.0,0.0,0.0,0.2,0.0,0.0,0.1,0.0,0.0,,1.0,3.841458820694124,14.763268809992587,14.763268809992587,14.773563449998619,14.74890489000245,0.0005704800016246399,0.013614190003136128,,10,10,1.0
dgp3,500,500,0.1,0.25,dml_ivqr,10,10,1.0028892087894135,1.3628892087894138,1.626095558417849,1.5377335252736484,1.0,1.0,3.879093546928331,3.879093546928331,3.973667632904035,0.0,0.0,0.0,0.3,0.2,0.2,1.0,0.0,0.0,,1.0,3.841458820694124,68.67531900000176,68.67531900000176,68.84678259998327,68.61809127999004,0.00069772999850098,0.05611957999062719,,10,10,1.0
dgp3,500,500,0.1,0.5,dml_ivqr,10,10,0.3000000000000001,0.30000000000000027,1.407124727947029,1.2600000000000002,0.8,0.8,3.554756656105255,3.554756656105255,3.9435040377400563,0.0,0.0,0.0,0.4,0.2,0.2,1.0,0.0,0.0,,1.0,3.841458820694124,88.8743013000174,88.8743013000174,89.23637400002917,88.82212145999657,0.00071133000310505,0.05107749999733637,,10,10,1.0
dgp3,500,500,0.1,0.75,dml_ivqr,10,10,-0.2828892087894135,0.13711079121058678,1.5574422314967258,1.3274221582421173,0.9,0.9,3.6733766041820273,3.6733766041820273,3.706066937231543,0.0,0.0,0.0,0.2,0.4,0.4,1.0,0.0,0.0,,1.0,3.841458820694124,70.21696466000867,70.21696466000867,70.23676040000282,70.16505203000852,0.0007641700096428,0.050658330001169774,,10,10,1.0
dgp3,500,500,0.25,0.25,dml_ivqr,10,10,0.6828892087894136,0.8628892087894137,1.3160310298321356,1.1051556835157654,0.9,0.9,3.3775319831514836,3.3775319831514836,3.5753845651935223,0.0,0.0,0.0,0.4,0.0,0.0,1.0,0.0,0.0,,1.0,3.841458820694124,68.74743485998479,68.74743485998479,68.76207774996874,68.6936527499929,0.0007436299812979501,0.05264731000061142,,10,10,1.0
dgp3,500,500,0.25,0.5,dml_ivqr,10,10,-0.15999999999999992,-0.5999999999999999,1.2743625857659193,1.12,0.9,0.9,3.393955937383614,3.393955937383614,3.659394121095611,0.0,0.0,0.0,0.3,0.2,0.2,1.0,0.0,0.0,,1.0,3.841458820694124,88.87036213000538,88.87036213000538,88.93739434998133,88.82346454000216,0.00069478000514204,0.045795530016766825,,10,10,1.0
dgp3,500,500,0.25,0.75,dml_ivqr,10,10,-0.9628892087894135,-1.2628892087894135,1.5149771049105336,1.2651556835157654,1.0,1.0,3.6304817132834755,3.6304817132834755,3.7871169879593496,0.0,0.0,0.0,0.4,0.0,0.0,1.0,0.0,0.0,,1.0,3.841458820694124,70.24011871999828,70.24011871999828,70.50646515001426,70.18939079999691,0.0006837200024164801,0.04964024000219065,,10,10,1.0
dgp3,500,500,0.5,0.25,dml_ivqr,10,10,0.4428892087894135,0.4628892087894134,0.897636257769322,0.7125778417578827,0.9,0.9,2.269716476317656,2.269716476317656,2.3540022668627865,0.0,0.0,0.0,0.3,0.0,0.0,0.4,0.0,0.0,,1.0,3.841458820694124,67.84938671000418,67.84938671000418,68.11215384997195,67.79648703000275,0.00076489999773906,0.05167842999217098,,10,10,1.0
dgp3,500,500,0.5,0.5,dml_ivqr,10,10,0.22000000000000014,0.40000000000000036,1.164474130240771,0.9400000000000001,0.7,0.7,2.527665058541941,2.527665058541941,2.651545730209555,0.0,0.0,0.0,0.5,0.2,0.2,0.7,0.0,0.0,,1.0,3.841458820694124,90.6354558799998,90.6354558799998,90.6324208000151,90.5865315700008,0.00079980000737119,0.04771346000488842,,10,10,1.0
dgp3,500,500,0.5,0.75,dml_ivqr,10,10,-0.3028892087894133,-0.06288920878941329,1.1713845964503191,0.9799999999999999,0.8,0.8,2.6216670716258013,2.6216670716258013,2.724557692321473,0.0,0.0,0.0,0.3,0.0,0.0,1.0,0.0,0.0,,1.0,3.841458820694124,70.1751312300039,70.1751312300039,70.18914690002566,70.1248035299941,0.0007924100034869701,0.04910820999648417,,10,10,1.0
dgp3,500,500,1.0,0.25,dml_ivqr,10,10,0.22288920878941357,0.06288920878941348,0.5235261210243198,0.42000000000000004,0.9,0.9,1.5965700636011522,1.5965700636011522,1.6322726676468875,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,,1.0,3.841458820694124,69.69786972000729,69.69786972000729,69.82629195001209,69.64694290001061,0.00076269001001487,0.04971892000758084,,10,10,1.0
dgp3,500,500,1.0,0.5,dml_ivqr,10,10,0.020000000000000052,0.0,0.4427188724235731,0.34,0.9,0.9,1.390243763487781,1.390243763487781,1.4042931465811588,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,,1.0,3.841458820694124,88.76483373999363,88.76483373999363,89.06824495000183,88.71054551000707,0.0007476800004951099,0.05308307000668715,,10,10,1.0
