dgp,n,p,pi,tau,estimator,replications,valid_estimates,bias,median_bias,rmse,mae,coverage,coverage_valid_only,avg_cr_length,avg_cr_length_valid_only,avg_cr_hull_length,failure_rate,non_convergence_rate,cr_empty_rate,cr_disconnected_rate,boundary_rate,alpha_hat_boundary_rate,cr_boundary_hit_rate,mean_failed_alpha_count,mean_failed_alpha_rate,mean_selected_controls,critical_value_multiplier,mean_critical_value_adjusted,mean_runtime_seconds,mean_runtime_total_sec,median_runtime_total_sec,mean_runtime_alpha_grid_sec,mean_runtime_confidence_region_sec,mean_dml_runtime_crossfit_sec,mean_ps_runtime_selection_sec,expected_replications,observed_replications,completion_rate
dgp1,500,200,1.0,0.5,dml_ivqr,10,10,-0.07999999999999989,-0.19999999999999996,0.47328638264796935,0.36000000000000004,1.0,1.0,1.4900232899740262,1.4900232899740262,1.4900232899740262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,3.841458820694124,19.027879250003025,19.027879250003025,19.07185190002201,19.00889671999612,0.00056168999872166,0.01821819000761018,,10,10,1.0
dgp1,500,200,1.0,0.75,dml_ivqr,10,10,-0.23448975019608148,-0.37448975019608133,0.47894200374055806,0.4297959000784326,0.9,0.9,1.6872548919818064,1.6872548919818064,1.6872548919818064,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,,1.0,3.841458820694124,16.783459280000535,16.783459280000535,16.842622049996862,16.763846780004677,0.00065056000021281,0.01869652999448585,,10,10,1.0
dgp1,500,500,0.1,0.25,dml_ivqr,10,10,0.47448975019608175,0.17448975019608176,1.2526533930186514,1.0,0.9,0.9,3.4526799429686363,3.4526799429686363,3.7782478233679244,0.0,0.0,0.0,0.6,0.0,0.0,1.0,0.0,0.0,,1.0,3.841458820694124,67.51715080001159,67.51715080001159,67.66448539998964,67.46724312999868,0.0008325000118929299,0.04860188999446105,,10,10,1.0
dgp1,500,500,0.1,0.5,dml_ivqr,10,10,0.4600000000000001,0.5,1.4296852800529214,1.2200000000000002,0.9,0.9,3.2758725405451967,3.2758725405451967,3.6742045199281863,0.0,0.0,0.0,0.4,0.3,0.3,1.0,0.0,0.0,,1.0,3.841458820694124,85.93142059000675,85.93142059000675,85.90991550002946,85.87617475999286,0.00059346999623808,0.0542715600051451,,10,10,1.0
dgp1,500,500,0.1,0.75,dml_ivqr,10,10,-1.5344897501960815,-1.9744897501960814,1.9480910639538473,1.8246938501176486,0.7,0.7,3.2896800539952977,3.2896800539952977,3.589913782439362,0.0,0.0,0.0,0.5,0.1,0.1,1.0,0.0,0.0,,1.0,3.841458820694124,69.5500995600014,69.5500995600014,69.79835780002759,69.49421170000569,0.0007284699939190901,0.05471177999861534,,10,10,1.0
dgp1,500,500,0.25,0.25,dml_ivqr,10,10,0.23448975019608173,-0.1255102498039182,1.3256641516413654,1.0651020499607837,1.0,1.0,3.120039773200454,3.120039773200454,3.33720382098159,0.0,0.0,0.0,0.4,0.3,0.3,1.0,0.0,0.0,,1.0,3.841458820694124,67.94211206000182,67.94211206000182,67.98852949999855,67.88688008999452,0.00079026999883348,0.05406241000164297,,10,10,1.0
dgp1,500,500,0.25,0.5,dml_ivqr,10,10,-0.5,-0.7,1.2181953866272848,1.06,0.8,0.8,2.9928226671401497,2.9928226671401497,3.168725598349595,0.0,0.0,0.0,0.4,0.0,0.0,1.0,0.0,0.0,,1.0,3.841458820694124,86.17308151998441,86.17308151998441,85.93850444996497,86.12216286999174,0.0006082500040065,0.04988702000118788,,10,10,1.0
dgp1,500,500,0.25,0.75,dml_ivqr,10,10,-0.07448975019608146,0.22551024980391865,1.3847558351147233,1.0251020499607837,0.8,0.8,3.280178915133232,3.280178915133232,3.5127233689766277,0.0,0.0,0.0,0.3,0.3,0.3,1.0,0.0,0.0,,1.0,3.841458820694124,69.19258617999148,69.19258617999148,69.19238044999656,69.13803774999687,0.00066464999108571,0.05340578001341778,,10,10,1.0
dgp1,500,500,0.5,0.25,dml_ivqr,10,10,0.6344897501960818,0.5744897501960817,1.0004885022347263,0.8846938501176492,0.9,0.9,2.7577899946714783,2.7577899946714783,2.8127267380892254,0.0,0.0,0.0,0.3,0.0,0.0,0.4,0.0,0.0,,1.0,3.841458820694124,67.66313422999228,67.66313422999228,67.8337996499904,67.61349229998886,0.00074208999867547,0.0485554300132207,,10,10,1.0
dgp1,500,500,0.5,0.5,dml_ivqr,10,10,0.12000000000000015,0.40000000000000013,0.66332495807108,0.6000000000000002,0.8,0.8,2.4798694609968455,2.4798694609968455,2.6162191284732033,0.0,0.0,0.0,0.2,0.0,0.0,0.3,0.0,0.0,,1.0,3.841458820694124,85.58632978999522,85.58632978999522,85.83922250001342,85.53548538999749,0.00074947000248352,0.049676530004944604,,10,10,1.0
